GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12
SNORD11B	6.49	3.69	3.25	5.02	5.93	5.64	4.88	6.58	3.58	0.45	7.31	4.45
LOC129930187	1.61	8.3	6	4.95	4.86	5.89	3.78	3.3	4.92	5.85	5.44	2.37
LOC129389649	7.48	5.46	3.07	2.7	7.22	7.06	6.3	3.39	2.78	4.03	1.5	4.14
LOC127458857	7.52	9.31	5.63	4.71	2.77	6.92	3.98	7.39	2.59	5.41	6.92	5.53
LOC107986772	2.94	6.48	3.12	3.53	6	3.82	4.86	6.31	4.48	6.55	6.66	4.58
LOC127886000	5.85	2.72	6.06	4.35	6.65	6.63	5.8	4.45	4.1	4.92	7.33	3.29
LOC130004348	3.14	3.64	2.72	6.84	5.92	2.62	3.61	6.08	6	6.82	4.71	4.99
FEM1AP2	4.77	5.49	5.04	3.98	4.77	5.29	6.66	8.26	4.3	3.34	4.91	4.08
LOC127894078	6.67	3.96	7.41	4.94	4.09	1.42	5.55	5.34	2.35	5.05	7.43	4.77
LOC130066230	6.56	5.64	4.6	5.19	2.46	5.73	9.06	4.27	9.42	3.19	6.05	4.33
LOC130008662	3.47	6.32	4.81	4.66	2.22	3.07	4.43	3.95	4.12	7.33	3.05	3.81
PTGES3P3	4.3	5.76	7.53	6.45	6.26	4.87	1.45	2.93	9.3	6.43	6.14	7.2
LOC107984362	3.24	4.76	8.67	4.92	4.43	5.49	7.11	5.37	3.32	2.8	5.76	1.25
RNU7-29P	5.61	3.84	9.47	5.28	2.27	2.3	5.02	5.92	5.97	6.16	6.25	4.96
LOC129662170	2.19	2.68	4.29	3.4	5.93	6.62	7.89	5.31	3.84	5.76	5.94	5.64
LOC127138853	0.27	5.61	3.1	4.31	6.42	6.97	3.26	5.63	6.92	6.17	5.94	4.23
LOC127404011	7.65	6.66	6.17	3.84	1.13	5.5	9.75	4.73	3.87	8.89	6.34	4.75
LOC130058929	9.09	4.86	5.78	5.85	8.31	2.78	7.55	5.85	4.97	3.55	4.47	5.06
LOC122817710	4.18	6.36	7.31	7.07	7.22	2.33	4.63	3.51	5.97	5.49	7.59	5.16
IGHV3-43	6.37	9.01	5.27	4.17	2.72	2.29	7.01	4.6	4.4	6.46	3.38	4.97
LOC127819790	4.99	8.48	5.29	1.01	3.55	4.2	4.86	4.93	3.71	4.73	5.94	2.36
LOC127273604	7.65	4.11	7.72	3.48	5.38	4.81	8.58	7.38	4.63	4.31	1.38	8.26
LOC127409495	6	5.98	5.29	3.32	5.66	5.64	3.93	1.29	1.66	5.63	5.14	5.29
LOC121811707	5.37	3.74	6.23	7.13	2.86	6.43	5.31	9.09	4.63	6.48	4.92	4.37
LOC129992750	1.76	6.24	5.87	5.26	3.85	4.07	3.14	3.74	4.06	2.87	4.07	3.2
LOC129930286	6.95	4.89	4.92	7.82	10.55	6.98	4.84	6.94	5.04	4.7	2.17	6.68
RPL21P137	4.37	5.5	4.04	5.72	6.69	4.33	3.37	4.52	2.09	4.52	1.5	5.35
LOC111818964	2.47	3.45	4.39	2.21	7.5	2.3	8.13	4.48	6.12	5.09	4.75	5.88
LOC127405275	4.64	7.17	1.49	5.89	3.57	6.28	4.42	4.77	4.89	7.83	1.77	5.53
LOC130004374	4.77	4.85	7.3	3.65	4.45	6	3.92	0.61	3.07	3.5	4.8	6.83
LOC129996876	6.91	4.2	2.13	5	2.57	5.21	7.02	10.18	7.3	4.76	3.18	5.85
RNU6-453P	2.9	4.86	3.94	4.82	5.65	5.88	1.88	5.46	4.75	2.23	6.82	4.96
LOC129993214	4	5.14	4.33	4.74	4.91	7.57	6.9	6.21	1.9	3.86	6.37	4.9
SPATA17	7.68	7.95	7.17	4.4	9.16	4.41	3.72	3.93	7.79	4.72	3.99	6.4
LOC124909218	7.45	3	5.1	8.46	4.43	6.82	5.34	3.7	3.96	4.26	6.71	5.36
LOC105378088	7.09	9.43	6.7	7.72	5.02	4.01	2.59	7.44	5.35	3.93	8.67	4.22
TOM1L1	7.99	3.61	4.47	3.4	3.31	7.49	6.12	6.42	7.92	5.64	6.31	6.25
LOC127820945	5.37	5.31	8.01	5.36	5.41	4.7	6.74	7.01	6.17	4.89	5.82	4.35
LOC129390361	3.95	1.3	5.88	7.07	3.59	4.58	5.63	4.43	5.11	3.74	3.83	2.52
LOC127828587	6	3.82	5.99	6.98	3.13	6.12	3.8	2.6	5.48	2.95	3.47	9
LOC127893406	6.91	6.32	6.58	3.39	4.81	6.09	6.07	3.91	4.07	6.25	4.81	4.62
LINC00842	9.34	5.91	2.33	7.54	3.37	7.59	4.59	7.99	6.61	2.99	6.37	4.39
LOC105378139	1.46	5.74	4.98	3.73	3.45	5.85	5.33	2.17	5.38	6.51	3.35	8.38
LOC124904372	5.49	4.16	5.39	5.23	5.92	6.81	4.22	8.18	3.87	4.83	3.52	7.84
LOC127398895	6.18	1.68	3.62	5.3	6.96	6.23	9.38	4.12	4.04	5.73	4.1	1.62
LOC127889853	4.9	3.07	5.02	1.54	6.56	4.14	1.83	2.18	5.96	2.17	3.76	4.56
LOC127825182	2.2	4.59	3.7	4.76	4.99	7.28	6.14	2.95	3.3	4.94	4.76	0.79
MTND2P2	6.33	6.12	5.4	1.22	5.16	3.26	8.44	5.63	6.29	5.35	2.88	3.96
LOC129992891	3.6	6.51	1.79	1.46	3.64	6.84	3.48	4.48	6.51	8.25	2.28	4.66
LOC127138850	5.91	4.45	5.51	5.58	5.53	3.39	1.93	0.34	3.25	6.83	7.61	4.62
LOC127457761	6.63	4.73	3.85	5.61	6.8	6.76	2.8	4.34	7.17	4.26	6.06	2.66
OR7L1P	7.31	4.71	6.69	6.75	3.25	4.8	5.2	7.83	4.37	8.89	5.63	4.2
CHORDC1P4	2.2	5.1	1.45	5.68	6.8	5.06	7.55	4.38	7.63	2.63	2.08	4.68
LOC129935536	6.95	7.77	5.08	3.79	3.83	8.48	6.22	7.79	5.77	5.72	0.1	3.28
CGF1	3.64	3.69	4.6	3.56	5.77	3.63	5.3	3.77	2.34	5.6	6.71	4.53
SNORD3B-2	2.68	4.63	6.69	6.45	2.5	6.89	3.18	6.33	6.29	6.9	6.24	2.91
LOC127890012	7.37	5.14	2.16	7.61	5.31	3.78	3.65	4.37	3.55	5.93	5.99	0.1
LOC127398836	7.06	2.59	4.01	6.44	7.36	5.04	5.12	6.63	4.18	4.88	6.31	4.76
LOC129661029	4.56	3.34	6.28	5.39	4.86	4.78	5.12	1.67	5.68	4.21	6.6	4.71
LOC105374815	6.37	5.36	6.1	4.88	2.15	8.49	4.72	5.37	6.88	2.61	5.09	2.17
LOC127398559	3.45	5.77	5.64	7.93	7.94	7.29	1.68	7.44	4.14	7.13	2.14	5.94
LOC127402644	4.73	7.05	5.52	0.51	3.52	5.14	5.45	3.48	5.23	4.96	4.73	6.8
MARK2P9	4.83	4.16	2	6.79	3.24	5.24	4.58	7.98	2.2	3.9	7.87	5.4
LOC124403962	4.49	7.62	6.53	4.7	3.89	5.15	2.15	4.27	1.19	6.66	3.95	5.61
DNAJC7	6.32	3.44	5.39	2.97	3.21	2.52	1.87	3.99	1.62	6.45	3.06	4.79
LOC127397331	7.77	2.13	1.73	6.51	5.36	1.97	5.3	3	3.55	5.5	1.59	4.48
RIMKLA	4.18	1.5	4.69	3.24	5.6	4.66	3.38	6.02	6.84	2.01	5.58	5.82
LOC127270202	4.94	6.99	6.72	5.62	4.35	4.63	1.7	3.01	3.31	5.86	6.29	3.98
LOC127888450	7.95	5.55	6.27	5.33	6.48	3.69	4.83	2.46	3.25	9.65	6.61	6.48
BACE2-IT1	4.41	4.77	3.86	5.25	5.8	3.39	5.89	4.54	4.48	2.33	6.08	4.43
LOC129661102	0.31	4.47	6.63	1.67	2.7	4.91	6.85	1.86	3.03	3.94	6.81	6.19
LOC129388856	5.93	7.86	4.29	5.29	6.19	8.21	3.21	3.4	6.06	7.05	7.37	8.77
LOC127830811	3.4	7.16	5.69	4.11	2.66	4.37	4.94	8.51	5.36	5.3	4.16	5.01
LOC127828671	3.2	3.19	6.67	3.73	4.85	7.03	7.03	5.08	6.25	5.81	3.57	3.8
LOC127890891	7.56	2.5	5.7	2.87	4.51	4.56	2.32	6.54	3.32	5.6	6.41	6.74
LOC129934108	9.41	6.95	3.83	2.95	3.56	5.56	7.06	2.08	4.83	4.34	8.25	4.08
LOC127820835	3.13	6.01	6.48	3.48	7.03	8.91	8.28	1.08	5.02	6.06	5.17	6.16
LOC127399850	6.86	4.08	7.66	7.24	5.05	5.53	3.67	6.73	5.74	5.43	6.61	4.04
LOC129996853	4.83	5.71	3.33	6.25	5.93	3.83	4.76	5.18	5.21	3.09	6.78	5.02
LOC127894594	5.26	1.36	4.67	5.49	4.92	1.93	0.1	7.92	3.68	1.89	4.17	5.34
MIR6879	7.2	3.8	6.81	8.09	3.41	4.08	1.43	6.88	6.32	4.95	5.26	4.31
LOC127397015	5.38	5.78	3.47	7.9	6.05	6.8	7.34	1	5.66	1.04	5.79	8.13
LOC388996	3.47	4.87	1.91	6.63	3.57	4.16	0.1	7.17	4.79	4.03	6.26	4.45
LOC130067371	4.15	2.69	4.11	2.87	6.53	6.47	5.18	3.17	4.23	4.83	4.22	5
LOC101060042	6.24	6.83	6.92	7.58	9.35	4.57	3.06	4.84	6.41	9.48	2.81	6.22
MAPK12	0.8	7.09	2.55	4.64	5.62	2.48	4.58	5.47	8.14	0.4	6.21	6.28
LOC126859963	6.97	3.31	4.55	4.56	6.21	1.59	3.89	3.77	7.65	6.78	2.29	5.24
LOC127270810	2.18	4.67	6.73	5.43	5.79	3.18	4.66	3.62	4.17	3.72	4.15	4.75
LOC125138308	5.04	6.32	5.08	5.11	7.25	5.01	4.73	5.02	4.8	1.47	6.82	6.83
LOC127825746	4.66	6.55	6.02	4.11	2.75	4.11	5.78	5.49	4.15	2.74	4.13	5.63
ANOS2P	7.33	4.05	7.92	6.23	3.28	3.58	4.47	2.12	5.32	6.04	5.36	6.8
LOC127897508	5.34	3.42	6.62	4.13	5.13	5.16	6.98	8.19	4.4	4.63	3.46	4.17
CELIAC12	5.18	5.62	6.06	3.98	4.89	3.03	3.1	7.42	8	5.09	5.52	8.79
LOC130057108	6.26	1.55	5.88	4.54	2.93	6.74	4.91	4.4	4.38	4.28	6.32	7.95
LOC124900394	3.51	3.29	2.91	3.63	1.84	3.92	1.22	1.95	4.2	4.76	7.06	3.34
LOC127274207	4.65	6.39	6.51	5.28	4.15	4.69	5.88	6.84	4.79	2.32	6.06	4.44
LOC129661641	7.12	1.93	5.98	4.82	7.96	3.37	5.27	8.63	4.66	6.59	4.78	3.69
LOC124902754	6.23	2.84	5.73	4.47	9.04	5.99	6.43	2.99	6.23	7.15	3.42	7.3
LOC130059348	2.7	4.57	5.1	5.83	6.5	5.67	2.49	5.29	5.96	6.24	4.51	5.56
XECD	6.15	4.46	2.71	1.72	2.08	4.2	4.02	2.38	2.16	2.76	6.29	5.33
LOC130067704	2.52	1.84	5.28	5.45	6.35	1.46	2.82	4.1	3.81	4.42	8.13	3.61
LOC130061483	3.92	5.92	7.26	6.62	4.03	5.29	4.86	6.13	4.22	6.07	5.47	8.18
LOC130063579	7.18	3.16	3.9	6.58	5.23	5.77	3.52	2.39	6.7	5.93	4.06	7.1
LOC127829300	0.95	4.72	1.76	9.02	6.22	5.88	4.46	3.03	4.96	0.96	2.93	5.75
LOC130056572	1.8	4.65	8.31	3.85	7.99	6.89	7.01	4.36	5.9	2.27	4.39	8.05
LOC129935684	7.34	6.25	3.98	3.24	5.24	3.52	8.32	4.02	4.86	3.64	7.84	5.29
LOC130067256	3.53	4.88	7.05	5.59	3.73	3.67	1.52	5.03	4.21	1.65	2.37	4.29
RN7SL827P	7.24	4.76	6.12	1.97	6.38	2.7	2.56	4.79	6.2	6.52	3.19	0.46
H1-6	4.7	7.98	7.98	7.18	6.48	6.54	7.12	1.47	9.2	4.3	5.56	3.33
LOC129936821	5.77	5.67	4.92	3.12	6.63	4.17	5.14	2.7	5.01	6.7	0.1	1.83
LINC01854	6.46	6.12	4.46	5.79	7.06	3.56	3.22	5.26	0.1	4.71	7.49	0.78
TOMM20L-DT	3.83	5.85	8.12	4.39	5.52	4.92	6.25	5.84	3.28	7.36	4.53	0.29
LOC102723964	4.45	6.03	8.88	0.72	3.3	4.66	2.91	7.61	4.59	0.1	4.58	3.98
SRARP	4.25	7.4	5.57	5.47	5.24	3.86	4.74	6.06	2.2	3.68	6.02	5.63
LOC129932157	10.07	4.9	5.31	3.01	1.83	8.54	5.66	4.96	5.57	6.64	9.96	3.4
LOC127891420	5.23	5.44	6.34	6.66	7.07	3.67	6.42	6.09	3.95	5.56	3.2	5.4
LOC130003328	5.85	8.55	3.79	0.59	5.91	7.05	6.22	3.02	6.25	4.53	3.79	2.99
LOC132090502	4.39	4.05	5.9	4.76	6.26	6.08	5.98	0.89	6.7	7.69	6.01	7.29
LOC130066578	4.56	7.32	3.22	3.1	5.29	8.27	5.74	4.56	1.73	4.32	2.16	2.74
LOC110120829	7.48	3.91	4.46	7.03	0.7	5.2	6.75	4.47	6.01	9.71	4.93	6.97
LOC105370130	4.39	8.08	6.43	3.69	3.9	5.02	4.37	3.52	6.75	4.95	5.4	4.6
LOC124907059	5.04	3.8	3.63	6.68	6.7	3.89	3.04	0.96	3.78	3.51	5.45	2.66
LOC127884884	5.68	3.53	6.53	4.16	4.51	2.84	5.74	2.54	3.33	4.71	5.1	5.9
LOC127818871	4.22	6.87	5.9	5.23	6.51	4.46	5.67	7.69	1.52	6.27	6.26	7.56
LOC127457628	8.53	6.74	7.58	7.63	3.31	3.93	6.78	2.99	6.73	7.31	4.32	4.6
LOC130004547	2.43	5.99	8.9	3.77	5.46	4.07	3.19	4.96	8.75	6.75	5.42	6.04
PLA2G1B	8.62	5.49	3.96	8.27	4.01	5.67	5.63	4.39	4.79	3.4	6.7	5
LOC130066491	4.37	5.44	5.7	6.78	3.83	4.2	4.19	8.04	6.99	1.52	6.05	5.4
LOC127405033	7.44	8.7	7.81	7.31	4.67	0.1	6.18	5.26	7.21	6.01	5.39	4.46
LOC124908770	1.4	2.42	5.36	0.96	8.09	4.62	7.05	8.65	5.18	5.21	5.18	4.14
C1RL-AS1	6.72	3.22	3.82	4.7	5.31	5.34	6.52	6.88	5.07	8.11	9.35	3.43
RNU6-948P	6.58	2.7	3.2	2.36	5.4	4.87	3.16	2.21	8.69	5.63	4.53	5.1
LOC126861197	2.71	6.73	7.52	6.37	7.87	5.36	3.43	5.19	4.19	7.55	4.57	3.35
LOC129993493	3.62	4.56	9.68	7.2	4.48	4.19	3.9	5.82	2.87	4.59	5.43	5.85
LOC101927484	5.35	4.77	3.11	3.89	5.93	6.71	5.79	3.86	7.23	4.93	6.75	4.87
ARHGEF2-AS2	7.06	8.21	5.2	4.08	3.7	4.39	3.72	4.31	3.92	4.66	4.98	1.08
LOC127889448	3.62	3.96	2.18	2.08	6.53	4.17	5.38	5.05	2.34	7.78	5.07	0.1
LOC124901554	4.6	8.64	5.13	6.42	2.58	6.66	7	1.53	4.39	6.33	3.62	1.75
LOC130060500	7.83	2.46	4.45	7.63	4.9	7.15	5.98	1.15	3.48	3.81	7.51	2.81
LOC129934765	2.97	7.37	4.98	1.94	7.03	4.25	7.25	3.71	3.21	5.18	4.27	3.99
LOC127825953	6.71	5.58	10.21	1.74	7.41	4.77	5.16	5.79	9.09	3.46	5.57	5.68
LOC130005033	5.81	4.3	2.48	7.06	4.84	3.72	5.47	7.03	5.02	0.26	7.16	2.67
GNG12-AS1	3.01	4.69	5.78	7.43	0.7	5.23	3.23	0.63	6	3.75	2.03	1.28
LOC127397687	3.8	7.41	8.3	5.67	7.96	8.14	6.14	4.61	1.2	4.18	7.44	5.54
LOC132090212	6.41	8.07	3.9	5.44	3.88	6.58	1.87	3.36	5.19	3.98	6	5.34
LOC127890290	5.45	1.98	3.53	3.88	6.29	6.16	2.56	3.93	1.76	6.52	4.55	3.61
LOC127888575	7.57	11.16	5.09	5.61	1.95	5.84	5.66	6.78	5.85	2.23	6.15	5.41
LOC129933261	3.92	9.64	7.34	4.19	4.2	4.62	3.34	8.63	6.31	4.43	3.96	4.37
LOC130068799	1.91	4.05	4.38	8.68	7.94	2	5.67	4.41	4.23	5.56	4.98	7.91
LOC127460536	6.89	4.88	3.15	4.19	5.62	6.35	2.67	5.09	4.03	5.22	3.53	4.66
LINC03099	3.9	3.81	5.13	0.1	5.62	5.26	5.05	1.85	7.38	3.89	5.87	2.99
LOC127268243	5.22	4.83	1.37	5.9	6.62	4.07	1.96	9.96	3.04	7.19	4.52	6.52
TRE-TTC11-1	8.09	6.33	2.34	2.74	2.54	7.36	5.85	4.94	5.56	9.81	4.59	6.58
AP1S3	4.55	5.19	6.96	6.48	5.06	6.52	1.83	6.28	5.89	5.05	7.53	6.58
LINC02380	7.79	5.35	5.83	2.22	5.85	7.18	5.48	5.83	6.33	5.26	7.66	6.4
LOC127893697	3.03	7.66	1.09	4.53	7.04	6.35	5.02	2.73	4.79	7.45	3.74	2.51
LOC127275704	6.67	1.03	6.11	5.7	3.54	3.63	6.68	5.29	5.29	6.35	6.55	5.64
LOC127827414	5.44	4.12	0.85	4.64	5.42	4.54	9.27	2.63	3.24	5.99	5.88	2.83
GPR42	3.67	5.26	4.2	1.5	6.2	1.56	1.77	5.18	6.69	2.75	6.33	5
LOC127826771	2.7	3.59	5.54	2.43	11.69	4.64	4.35	5.56	3.94	4.24	6.13	5.03
SMTNL2	5.14	6.91	2.43	3.47	7.86	1.8	3.81	3.25	3.16	2.66	3.93	4.98
LOC127886380	5.46	4.2	7.28	7.92	0.73	5.2	3.77	2.53	4.34	3.25	5	3.66
RNY5P1	5.5	4.23	7.19	4.77	5.03	5.28	2.68	5.11	3.64	3.13	3.82	3.78
LOC127815819	5.97	7.14	3.79	7.3	5.34	3.89	5.87	5.18	6.94	6.61	4.45	3.69
LOC124904486	4.17	6.5	7.02	5.32	6.47	4.96	5.4	5.19	3.84	2.16	4.09	7.16
OR4M2-OT1	4.08	4.73	5.35	4.11	3.74	2.09	5.92	8.48	9.27	5.48	4.73	2.46
LOC130009389	5.43	4.41	6.17	7.03	6.79	5.68	8.25	3.89	4.7	4.28	6.44	1.9
LOC129994751	4.03	2.39	6.21	2.94	3.75	8.42	1.94	3.99	6.67	5.5	2.86	6.2
PIP5K1P2	7.19	3.74	2.69	7.67	4.81	6.08	5.52	3.22	3.98	2.78	5.78	4.22
LOC130066231	5.31	9.68	1.35	6.65	6.09	8.12	4.52	9.92	5.41	6.36	5.39	4.41
LOC130067021	3.89	4.93	8.97	5.6	3.91	4.74	4.32	3.7	7.04	5.52	6.73	7.81
LOC112694766	1.75	6.64	5.42	6.03	5.15	4.51	3.75	7.4	7.48	6.22	2.2	0.33
LDHBP1	3.84	4.67	5.68	5.37	7.84	7.07	4.65	2.8	4.58	3.6	5.98	3.3
LOC126861913	8.68	6.1	2.85	4.2	4.17	5.91	6.69	7.52	2.12	3.18	5.59	4.91
IL21R-AS1	3.99	4.91	7.04	4.38	2.91	6.44	3.52	5.6	4.46	2.05	4.12	6.15
LOC127272178	3.5	7.46	8.31	3.91	6.3	4.76	4.44	3.53	4.5	3.92	5.22	6.85
RNU6-745P	6.18	4.09	7.75	7.23	3.59	4.91	5.76	5.55	4.95	3.51	4.33	7.49
RPS29P6	5.79	1.92	1.36	6.08	4.52	5.45	5.81	7.04	6.96	5.19	8.01	5.46
LOC130060118	6.35	6.62	3.13	4.8	5.91	5.08	8.15	6.68	3.19	4.61	5.55	6.02
CMM	4.5	4.57	5.18	2.95	5.83	6.42	4.46	5.4	2.06	5.89	4.77	6.02
LOC127270924	7.02	7.63	6.25	5.58	7.12	4.34	4.68	4.25	6.39	6.09	4.89	7.31
LOC127827900	2.89	5.22	4.02	3.19	3.78	3.34	1.79	2.03	4.95	5.01	3.91	5.27
LOC130002199	4.91	7.62	3.45	3.47	4.43	7.66	7.36	3.24	5.64	6.32	5.48	5.94
LOC127817257	3.73	5.63	5.41	8.67	3.82	3.67	6.32	3.01	2.61	7.37	3.26	5.04
LOC130066029	6.23	4.37	3.3	2.49	4.71	5.52	6.79	6.1	3.73	6.11	5.34	6.05
LOC129661256	5.23	6.31	8.68	3.41	8.58	1.65	3.2	4.23	4.6	6.79	1.64	6.77
LOC112997563	7	4.17	1.71	3.95	4.89	3.84	7.74	5.89	8.77	7.66	4.48	4.99
LOC130062787	8.71	8.03	5.92	3.93	4.95	9.36	3.75	6.39	8.11	5.61	6.99	3.95
SCZD11	5.25	5.26	1.41	2.97	5.92	5.16	7.71	6.59	5.06	4.92	4.26	3.05
LOC127898126	4.04	1.35	4.11	4.66	2.81	6.47	4.93	8.31	6.92	5.95	6.21	2.73
LOC126805710	3.52	4.15	7.67	3.13	6.72	5.98	6.04	4.28	3.98	5.85	8.72	2.98
RNU1-36P	4.53	2.06	7.02	7.42	4.89	2.44	5.27	4.42	4.32	5.23	6.85	4.95
LOC642131	4.87	1.08	2.48	5.22	3.73	6.55	3.48	3.76	4.84	3.91	6.15	2.73
CEBPB-AS1	8.59	5.11	2.34	6.54	5.67	3.16	4.71	7.38	2.45	6.07	6.4	0.1
LOC124900541	2.97	6.17	5.1	2.47	4.67	6.28	4.05	4.24	4.99	3.51	2.54	7.96
LOC105379243	3.03	3.63	3.28	4.97	4.73	2.83	3.16	4.9	5.42	3.93	3.34	6.95
MIR4771-2	4.27	2.61	5.73	5.98	4.79	4.94	4.74	3.91	2.99	4.52	8.67	5.01
LOC107986893	6.06	3.92	3.23	5.18	7.78	5.95	3.4	4.54	2.35	3.69	4.05	5.59
LOC127406556	6.48	2.21	2.1	5.03	4	4.41	4.97	5.54	10.46	4.54	7.06	5.15
LOC129664582	3.37	6.27	4.23	3.14	6.72	4.74	5.33	3.31	4.14	9.26	5.87	5.54
MTND4P40	5.23	6.03	2.8	3.87	5.3	6.03	6.29	6.7	5.81	6.71	2.66	4.63
LOC130000306	4.92	2.13	6.96	4.27	4.5	6.3	3.47	2.89	4.07	3.63	6.32	6.26
LOC127819634	7.15	3.88	4.4	3.56	3.84	7.73	6.21	6.53	7.79	9.69	4.06	6.2
LINC01649	6.96	6.88	4.93	6.37	4.34	10.08	5.01	3.77	4.32	3.9	4.2	8.63
NDST1-AS1	4.44	4.7	7.49	8.17	4.5	4.8	4.35	3.36	5.84	5.4	4	6.33
STRN	5.08	5.02	8.34	7.37	6.96	7.39	7.01	7.08	6.35	7.27	6.82	9.22
LINC00973	6.17	5.75	4.9	5.76	3.59	6.25	5.45	4.98	4.03	7.1	6.37	6.52
LOC128316586	2.02	6.13	5.6	4.79	7.96	5.13	3.58	5.39	3.86	6.88	5.93	8.09
LOC127403309	4.44	7.17	7.36	6.04	4.69	4.9	2.72	7.55	6.92	3.47	6.27	5.85
DYNLL1P6	6.03	6.39	4.69	3.58	3.82	3.21	5.61	6.39	7.38	2.58	1.63	5.19
FAM90A7	4.06	2.52	3.12	5.48	3.73	6.78	3.64	4.85	5.39	7.54	4.92	5.73
LOC124906230	4.89	4.35	6.79	5.3	5.34	6.87	8.25	3.29	2.74	4.9	3.96	7.69
LOC127886541	4.96	5.54	2.26	0.78	8.15	4.1	5.98	5.48	6.49	5.46	3.62	5.99
LOC129992865	3.7	4.8	4.56	8.41	4.6	2.84	0.07	4.33	3.66	5.82	3.51	6.5
LOC127891578	3.21	1.08	4.28	2.6	4.83	5.05	3.16	6.49	4.7	1.85	4.29	1.27
LOC130062058	4.64	3.64	4.06	0.27	5.37	7.01	2.76	2.98	7.45	4.78	3.53	4.47
LOC127821409	4.38	6.83	0.04	5	5.11	8.13	3.17	3.76	2.04	6.61	3.11	5.68
LOC129929538	6.5	5.28	3.94	5.19	3.67	4	2.03	10.14	6.34	5.96	2.3	4.45
LOC130008016	7.75	2.35	7.28	4.99	6.78	4.78	5.94	7.41	5.53	7.26	8.38	5.54
LOC127826784	4.98	5.39	4.16	5.25	2.79	8.08	5.68	3.08	5.49	4.21	5.85	6.87
LOC127814898	5.72	4.71	3.89	2.87	3.24	4.27	5.77	4.08	5.47	4.86	5.18	6.39
RNU6-628P	4.87	6.21	3.8	6.07	4.25	3.18	7.02	4.8	4.46	5.07	7.5	5.08
LOC127269105	6.08	8.79	3.43	7.49	4.5	5.63	4.94	3.65	5.27	4.54	3.16	6.42
LOC129995287	5.39	2.27	5.26	3.49	6.9	9.28	7.59	6.58	4.39	4.16	5.06	5.12
LOC130060054	5.43	4.09	6.07	5.55	3.88	3.65	2.97	5.45	5.45	3.27	6.79	7.57
LOC128772349	7	4.75	7.61	4.51	4.68	4.15	3.77	7.86	3.89	4.55	4.2	3
LOC129662645	3.22	1.15	2.18	4.89	4.4	4.81	3.6	4.81	5.57	2.61	2.68	8.85
GAS5	7.61	4.94	5.71	6.76	7.89	5.11	4.32	6.6	7.65	2.35	3.96	2.21
LOC127408721	5.63	3.93	4.72	5.5	7.61	4.3	3.37	5.62	3.3	4.03	3.67	3.84
LOC130066783	5.33	9.02	5.51	8.48	3.09	5.86	6.16	2.45	4.15	2.63	5.82	5.83
MIR3938	3.99	0.1	3.14	4.4	5.79	3.82	4.77	2.48	3.99	9.12	6.6	8.65
LOC130006674	4.71	7.68	5.08	7.67	2.67	4.76	7	5.14	7.1	5.62	5.04	4.52
CASZ1	5.67	6.81	2.92	4.18	3.51	6.22	2.25	1.81	4.4	6.63	4.33	6
LOC129994307	1.29	6.32	6.19	4.58	3.95	5.24	2.24	3.32	6.77	4.07	0.93	3.92
TBX23P	3.92	5.26	3.3	4.41	3.47	6.24	3.78	6.22	4.9	2.3	4.57	7.16
USP33	6.05	3.72	5.11	5.52	5.41	2.5	3.43	6.24	3.84	4.14	6.22	2.46
LOC127400993	4.47	6.99	1.17	5.84	4.44	3.51	2.26	4.18	6.5	7.12	3.27	5.99
LOC127267995	3.56	3.41	5.59	5.26	5.55	4.72	5.71	5.09	3.84	6.94	5.47	7.58
LOC129388760	3.86	6.25	6.99	6.08	7.21	2.17	6.21	2.89	4.14	3.5	5.4	6.83
LOC126806622	5.42	5.72	6.38	3.59	7.11	5.34	7.37	4.81	4.15	1.46	2.83	6.72
LOC113875037	2.06	6.94	6.9	4.57	1.27	6.66	5.92	6.62	6.72	4.36	7.67	5.41
LOC127821230	6.57	3.93	2.56	6.17	4.54	4.76	5.78	7.28	8.8	4.47	5.96	3.3
ZNF346	1.1	3.95	4.7	6.87	5.86	2.05	7.35	2.73	2.58	6.5	6.51	7.47
LOC100419516	4.09	5.54	4.87	5.61	7.1	4.55	4.3	4.36	3.45	3.88	4.12	3.6
LOC127459039	3.58	5.55	6.3	6.28	3.97	2.66	5.23	4.73	3.13	2.18	7.69	6.56
LOC127892756	2.75	7.47	4.7	6.51	5.23	4.52	5.52	5.28	2.7	6.22	3.96	3.67
LOC126862816	3.06	5.87	4.63	6.1	7.94	2.48	9.27	2.72	5.33	3.65	5.35	4.79
LOC124865	5.45	5.26	8.02	4.6	5.36	1.32	5.77	5.29	5.27	5.57	2.67	3.76
LOC127458532	4.78	6.52	6.96	4.7	8.38	6.53	3.59	5.93	4.33	4.66	3.58	1.89
LOC129390444	4.46	4.02	1.84	6.12	1.01	5.47	5.84	7.88	4.09	4.2	4.77	5.48
LOC129662510	0.82	6.97	4.31	4.18	8.66	2.9	2.94	2.94	6.13	5.55	6.32	6.87
YJU2	2.62	3.16	3.21	4.76	0.73	2.46	2.99	6.02	1.33	5.9	4.12	5.75
LOC127267967	4.76	5.61	10.35	4.83	7.04	2.79	7.18	4.43	7.35	3.32	3.86	5.63
LOC127819724	3.42	1.93	4.11	2.14	6.91	4.03	2.89	1.94	5.2	4.47	4.96	3.76
